,Teks,label,Data_Bersih,Pesan_Kecil,Hilang_angka,Hlang_whitespace,Hilang_huruf,Data_token,kata_sering,stopword,Data_Stemmer
10,Anda akan berhenti berlangganan Paket Flash. Ketik FLASH<spasi>YA jika setuju. Tunggu SMS konfirmasi penonaktifan Paket Anda,2,Anda akan berhenti berlangganan Paket Flash Ketik FLASHspasiYA jika setuju Tunggu SMS konfirmasi penonaktifan Paket Anda,anda akan berhenti berlangganan paket flash ketik flashspasiya jika setuju tunggu sms konfirmasi penonaktifan paket anda,anda akan berhenti berlangganan paket flash ketik flashspasiya jika setuju tunggu sms konfirmasi penonaktifan paket anda,anda akan berhenti berlangganan paket flash ketik flashspasiya jika setuju tunggu sms konfirmasi penonaktifan paket anda,anda akan berhenti berlangganan paket flash ketik flashspasiya jika setuju tunggu sms konfirmasi penonaktifan paket anda,"['anda', 'akan', 'berhenti', 'berlangganan', 'paket', 'flash', 'ketik', 'flashspasiya', 'jika', 'setuju', 'tunggu', 'sms', 'konfirmasi', 'penonaktifan', 'paket', 'anda']",<FreqDist with 14 samples and 16 outcomes>,"['berhenti', 'berlangganan', 'paket', 'flash', 'ketik', 'flashspasiya', 'setuju', 'tunggu', 'sms', 'konfirmasi', 'penonaktifan', 'paket']","['henti', 'langgan', 'paket', 'flash', 'ketik', 'flashspasiya', 'tuju', 'tunggu', 'sms', 'konfirmasi', 'nonaktif', 'paket']"
11,Anda akan berlangganan paket Rp. 10000 utk 150 MB 2G/3G + 250 MB 3G/90hari. Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan. Paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi Anda. Tunggu SMS konfirmasi sblm pemakaian. Info zona dan detail tarif lihat di Tsel.me/internet,2,Anda akan berlangganan paket Rp 10000 utk 150 MB 2G3G  250 MB 3G90hari Jika setuju balas FLASHspasiYA kirim ke 3636 utk melanjutkan Paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi Anda Tunggu SMS konfirmasi sblm pemakaian Info zona dan detail tarif lihat di Tselmeinternet,anda akan berlangganan paket rp 10000 utk 150 mb 2g3g  250 mb 3g90hari jika setuju balas flashspasiya kirim ke 3636 utk melanjutkan paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi anda tunggu sms konfirmasi sblm pemakaian info zona dan detail tarif lihat di tselmeinternet,anda akan berlangganan paket rp  utk  mb gg   mb ghari jika setuju balas flashspasiya kirim ke  utk melanjutkan paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi anda tunggu sms konfirmasi sblm pemakaian info zona dan detail tarif lihat di tselmeinternet,anda akan berlangganan paket rp  utk  mb gg   mb ghari jika setuju balas flashspasiya kirim ke  utk melanjutkan paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi anda tunggu sms konfirmasi sblm pemakaian info zona dan detail tarif lihat di tselmeinternet,anda akan berlangganan paket rp  utk  mb gg   mb ghari jika setuju balas flashspasiya kirim ke  utk melanjutkan paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi anda tunggu sms konfirmasi sblm pemakaian info zona dan detail tarif lihat di tselmeinternet,"['anda', 'akan', 'berlangganan', 'paket', 'rp', 'utk', 'mb', 'gg', 'mb', 'ghari', 'jika', 'setuju', 'balas', 'flashspasiya', 'kirim', 'ke', 'utk', 'melanjutkan', 'paket', 'diperpanjang', 'pada', 'akhir', 'masa', 'aktif', 'dengan', 'tarif', 'sesuai', 'lokasi', 'anda', 'tunggu', 'sms', 'konfirmasi', 'sblm', 'pemakaian', 'info', 'zona', 'dan', 'detail', 'tarif', 'lihat', 'di', 'tselmeinternet']",<FreqDist with 37 samples and 42 outcomes>,"['berlangganan', 'paket', 'mb', 'gg', 'mb', 'ghari', 'setuju', 'balas', 'flashspasiya', 'kirim', 'melanjutkan', 'paket', 'diperpanjang', 'aktif', 'tarif', 'sesuai', 'lokasi', 'tunggu', 'sms', 'konfirmasi', 'sblm', 'pemakaian', 'info', 'zona', 'detail', 'tarif', 'lihat', 'tselmeinternet']","['langgan', 'paket', 'mb', 'gg', 'mb', 'ghari', 'tuju', 'balas', 'flashspasiya', 'kirim', 'lanjut', 'paket', 'panjang', 'aktif', 'tarif', 'sesuai', 'lokasi', 'tunggu', 'sms', 'konfirmasi', 'sblm', 'pakai', 'info', 'zona', 'detail', 'tarif', 'lihat', 'tselmeinternet']"
12,"Anda akan membeli Paket Gampang Internetan Rp.1250 utk Chatting Sepuasnya (BBM, WhatsApp dan Line)/1 hari.Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan.Tunggu SMS konfirmasi sblm pemakaian.Info detail tariff lihat di Tsel.me/internet ",2,Anda akan membeli Paket Gampang Internetan Rp1250 utk Chatting Sepuasnya BBM WhatsApp dan Line1 hariJika setuju balas FLASHspasiYA kirim ke 3636 utk melanjutkanTunggu SMS konfirmasi sblm pemakaianInfo detail tariff lihat di Tselmeinternet ,anda akan membeli paket gampang internetan rp1250 utk chatting sepuasnya bbm whatsapp dan line1 harijika setuju balas flashspasiya kirim ke 3636 utk melanjutkantunggu sms konfirmasi sblm pemakaianinfo detail tariff lihat di tselmeinternet ,anda akan membeli paket gampang internetan rp utk chatting sepuasnya bbm whatsapp dan line harijika setuju balas flashspasiya kirim ke  utk melanjutkantunggu sms konfirmasi sblm pemakaianinfo detail tariff lihat di tselmeinternet ,anda akan membeli paket gampang internetan rp utk chatting sepuasnya bbm whatsapp dan line harijika setuju balas flashspasiya kirim ke  utk melanjutkantunggu sms konfirmasi sblm pemakaianinfo detail tariff lihat di tselmeinternet,anda akan membeli paket gampang internetan rp utk chatting sepuasnya bbm whatsapp dan line harijika setuju balas flashspasiya kirim ke  utk melanjutkantunggu sms konfirmasi sblm pemakaianinfo detail tariff lihat di tselmeinternet,"['anda', 'akan', 'membeli', 'paket', 'gampang', 'internetan', 'rp', 'utk', 'chatting', 'sepuasnya', 'bbm', 'whatsapp', 'dan', 'line', 'harijika', 'setuju', 'balas', 'flashspasiya', 'kirim', 'ke', 'utk', 'melanjutkantunggu', 'sms', 'konfirmasi', 'sblm', 'pemakaianinfo', 'detail', 'tariff', 'lihat', 'di', 'tselmeinternet']",<FreqDist with 30 samples and 31 outcomes>,"['membeli', 'paket', 'gampang', 'internetan', 'chatting', 'sepuasnya', 'bbm', 'whatsapp', 'line', 'harijika', 'setuju', 'balas', 'flashspasiya', 'kirim', 'melanjutkantunggu', 'sms', 'konfirmasi', 'sblm', 'pemakaianinfo', 'detail', 'tariff', 'lihat', 'tselmeinternet']","['beli', 'paket', 'gampang', 'internetan', 'chatting', 'puas', 'bbm', 'whatsapp', 'line', 'harijika', 'tuju', 'balas', 'flashspasiya', 'kirim', 'melanjutkantunggu', 'sms', 'konfirmasi', 'sblm', 'pemakaianinfo', 'detail', 'tariff', 'lihat', 'tselmeinternet']"
13,"Anda akan menerima setting ponsel, agar ponsel Anda dapat mengakses internet dan berkirim foto/MMS. Jika Anda setuju balas pesan ini (gratis) dengan ketik Y.",2,Anda akan menerima setting ponsel agar ponsel Anda dapat mengakses internet dan berkirim fotoMMS Jika Anda setuju balas pesan ini gratis dengan ketik Y,anda akan menerima setting ponsel agar ponsel anda dapat mengakses internet dan berkirim fotomms jika anda setuju balas pesan ini gratis dengan ketik y,anda akan menerima setting ponsel agar ponsel anda dapat mengakses internet dan berkirim fotomms jika anda setuju balas pesan ini gratis dengan ketik y,anda akan menerima setting ponsel agar ponsel anda dapat mengakses internet dan berkirim fotomms jika anda setuju balas pesan ini gratis dengan ketik y,anda akan menerima setting ponsel agar ponsel anda dapat mengakses internet dan berkirim fotomms jika anda setuju balas pesan ini gratis dengan ketik ,"['anda', 'akan', 'menerima', 'setting', 'ponsel', 'agar', 'ponsel', 'anda', 'dapat', 'mengakses', 'internet', 'dan', 'berkirim', 'fotomms', 'jika', 'anda', 'setuju', 'balas', 'pesan', 'ini', 'gratis', 'dengan', 'ketik']",<FreqDist with 20 samples and 23 outcomes>,"['menerima', 'setting', 'ponsel', 'ponsel', 'mengakses', 'internet', 'berkirim', 'fotomms', 'setuju', 'balas', 'pesan', 'gratis', 'ketik']","['terima', 'setting', 'ponsel', 'ponsel', 'akses', 'internet', 'kirim', 'fotomms', 'tuju', 'balas', 'pesan', 'gratis', 'ketik']"
14,Anda akan mengaktifkan Paket BBM Gratis berlaku 30 hari dari pertama kali aktivasi. Ketik FLASH (spasi) YA untuk melanjutkan,2,Anda akan mengaktifkan Paket BBM Gratis berlaku 30 hari dari pertama kali aktivasi Ketik FLASH spasi YA untuk melanjutkan,anda akan mengaktifkan paket bbm gratis berlaku 30 hari dari pertama kali aktivasi ketik flash spasi ya untuk melanjutkan,anda akan mengaktifkan paket bbm gratis berlaku  hari dari pertama kali aktivasi ketik flash spasi ya untuk melanjutkan,anda akan mengaktifkan paket bbm gratis berlaku  hari dari pertama kali aktivasi ketik flash spasi ya untuk melanjutkan,anda akan mengaktifkan paket bbm gratis berlaku  hari dari pertama kali aktivasi ketik flash spasi ya untuk melanjutkan,"['anda', 'akan', 'mengaktifkan', 'paket', 'bbm', 'gratis', 'berlaku', 'hari', 'dari', 'pertama', 'kali', 'aktivasi', 'ketik', 'flash', 'spasi', 'ya', 'untuk', 'melanjutkan']",<FreqDist with 18 samples and 18 outcomes>,"['mengaktifkan', 'paket', 'bbm', 'gratis', 'berlaku', 'kali', 'aktivasi', 'ketik', 'flash', 'spasi', 'melanjutkan']","['aktif', 'paket', 'bbm', 'gratis', 'laku', 'kali', 'aktivasi', 'ketik', 'flash', 'spasi', 'lanjut']"
15,Anda mendapatkan 1 kupon dalam program Kartu As BIBER (Beli Internet Berhadiah). Cek total kupon maksimal 1x24 jam dari skrg di *100*123#. Info lengkap hub:188,2,Anda mendapatkan 1 kupon dalam program Kartu As BIBER Beli Internet Berhadiah Cek total kupon maksimal 1x24 jam dari skrg di 100123 Info lengkap hub188,anda mendapatkan 1 kupon dalam program kartu as biber beli internet berhadiah cek total kupon maksimal 1x24 jam dari skrg di 100123 info lengkap hub188,anda mendapatkan  kupon dalam program kartu as biber beli internet berhadiah cek total kupon maksimal x jam dari skrg di  info lengkap hub,anda mendapatkan  kupon dalam program kartu as biber beli internet berhadiah cek total kupon maksimal x jam dari skrg di  info lengkap hub,anda mendapatkan  kupon dalam program kartu as biber beli internet berhadiah cek total kupon maksimal  jam dari skrg di  info lengkap hub,"['anda', 'mendapatkan', 'kupon', 'dalam', 'program', 'kartu', 'as', 'biber', 'beli', 'internet', 'berhadiah', 'cek', 'total', 'kupon', 'maksimal', 'jam', 'dari', 'skrg', 'di', 'info', 'lengkap', 'hub']",<FreqDist with 21 samples and 22 outcomes>,"['kupon', 'program', 'kartu', 'as', 'biber', 'beli', 'internet', 'berhadiah', 'cek', 'total', 'kupon', 'maksimal', 'jam', 'skrg', 'info', 'lengkap', 'hub']","['kupon', 'program', 'kartu', 'as', 'biber', 'beli', 'internet', 'hadiah', 'cek', 'total', 'kupon', 'maksimal', 'jam', 'skrg', 'info', 'lengkap', 'hub']"
16,Anda sedang menikmati Paket Reguler dgn sisa kuota 209715 KB.Dapatkan beragam Paket INTERNET HEMAT Tri di *123*3#,2,Anda sedang menikmati Paket Reguler dgn sisa kuota 209715 KBDapatkan beragam Paket INTERNET HEMAT Tri di 1233,anda sedang menikmati paket reguler dgn sisa kuota 209715 kbdapatkan beragam paket internet hemat tri di 1233,anda sedang menikmati paket reguler dgn sisa kuota  kbdapatkan beragam paket internet hemat tri di ,anda sedang menikmati paket reguler dgn sisa kuota  kbdapatkan beragam paket internet hemat tri di,anda sedang menikmati paket reguler dgn sisa kuota  kbdapatkan beragam paket internet hemat tri di,"['anda', 'sedang', 'menikmati', 'paket', 'reguler', 'dgn', 'sisa', 'kuota', 'kbdapatkan', 'beragam', 'paket', 'internet', 'hemat', 'tri', 'di']",<FreqDist with 14 samples and 15 outcomes>,"['menikmati', 'paket', 'reguler', 'sisa', 'kuota', 'kbdapatkan', 'beragam', 'paket', 'internet', 'hemat', 'tri']","['nikmat', 'paket', 'reguler', 'sisa', 'kuota', 'kbdapatkan', 'agam', 'paket', 'internet', 'hemat', 'tri']"
17,Anda tidak terdaftar dalam layanan Paket Malam hari. Untuk berlangganan lakukan isi ulang dengan voucher Kenyang Download,2,Anda tidak terdaftar dalam layanan Paket Malam hari Untuk berlangganan lakukan isi ulang dengan voucher Kenyang Download,anda tidak terdaftar dalam layanan paket malam hari untuk berlangganan lakukan isi ulang dengan voucher kenyang download,anda tidak terdaftar dalam layanan paket malam hari untuk berlangganan lakukan isi ulang dengan voucher kenyang download,anda tidak terdaftar dalam layanan paket malam hari untuk berlangganan lakukan isi ulang dengan voucher kenyang download,anda tidak terdaftar dalam layanan paket malam hari untuk berlangganan lakukan isi ulang dengan voucher kenyang download,"['anda', 'tidak', 'terdaftar', 'dalam', 'layanan', 'paket', 'malam', 'hari', 'untuk', 'berlangganan', 'lakukan', 'isi', 'ulang', 'dengan', 'voucher', 'kenyang', 'download']",<FreqDist with 17 samples and 17 outcomes>,"['terdaftar', 'layanan', 'paket', 'malam', 'berlangganan', 'lakukan', 'isi', 'ulang', 'voucher', 'kenyang', 'download']","['daftar', 'layan', 'paket', 'malam', 'langgan', 'laku', 'isi', 'ulang', 'voucher', 'kenyang', 'download']"
18,"Anda tlh menukarkan poin 95 poin, Tukarkan terus poinnya siapa tahu anda pemenang hadih LG G3 32gb, pemenang adalah yang menukarkan poin tertinggi s/d 30 November 15",2,Anda tlh menukarkan poin 95 poin Tukarkan terus poinnya siapa tahu anda pemenang hadih LG G3 32gb pemenang adalah yang menukarkan poin tertinggi sd 30 November 15,anda tlh menukarkan poin 95 poin tukarkan terus poinnya siapa tahu anda pemenang hadih lg g3 32gb pemenang adalah yang menukarkan poin tertinggi sd 30 november 15,anda tlh menukarkan poin  poin tukarkan terus poinnya siapa tahu anda pemenang hadih lg g gb pemenang adalah yang menukarkan poin tertinggi sd  november ,anda tlh menukarkan poin  poin tukarkan terus poinnya siapa tahu anda pemenang hadih lg g gb pemenang adalah yang menukarkan poin tertinggi sd  november,anda tlh menukarkan poin  poin tukarkan terus poinnya siapa tahu anda pemenang hadih lg  gb pemenang adalah yang menukarkan poin tertinggi sd  november,"['anda', 'tlh', 'menukarkan', 'poin', 'poin', 'tukarkan', 'terus', 'poinnya', 'siapa', 'tahu', 'anda', 'pemenang', 'hadih', 'lg', 'gb', 'pemenang', 'adalah', 'yang', 'menukarkan', 'poin', 'tertinggi', 'sd', 'november']",<FreqDist with 18 samples and 23 outcomes>,"['tlh', 'menukarkan', 'poin', 'poin', 'tukarkan', 'poinnya', 'pemenang', 'hadih', 'pemenang', 'menukarkan', 'poin', 'tertinggi', 'november']","['tlh', 'tukar', 'poin', 'poin', 'tukar', 'poin', 'menang', 'hadih', 'menang', 'tukar', 'poin', 'tinggi', 'november']"
19,AngpaoPoinSenyum! Dptkan Vchr Lottemart 50rb dg tukar 2500poin (normal 5000poin) sd 11Feb16. Ketik *123*7887*2*5# TERBATAS! Info: www.indosatooredoo.com/angpao,2,AngpaoPoinSenyum Dptkan Vchr Lottemart 50rb dg tukar 2500poin normal 5000poin sd 11Feb16 Ketik 123788725 TERBATAS Info wwwindosatooredoocomangpao,angpaopoinsenyum dptkan vchr lottemart 50rb dg tukar 2500poin normal 5000poin sd 11feb16 ketik 123788725 terbatas info wwwindosatooredoocomangpao,angpaopoinsenyum dptkan vchr lottemart rb dg tukar poin normal poin sd feb ketik  terbatas info wwwindosatooredoocomangpao,angpaopoinsenyum dptkan vchr lottemart rb dg tukar poin normal poin sd feb ketik  terbatas info wwwindosatooredoocomangpao,angpaopoinsenyum dptkan vchr lottemart rb dg tukar poin normal poin sd feb ketik  terbatas info wwwindosatooredoocomangpao,"['angpaopoinsenyum', 'dptkan', 'vchr', 'lottemart', 'rb', 'dg', 'tukar', 'poin', 'normal', 'poin', 'sd', 'feb', 'ketik', 'terbatas', 'info', 'wwwindosatooredoocomangpao']",<FreqDist with 15 samples and 16 outcomes>,"['angpaopoinsenyum', 'dptkan', 'vchr', 'lottemart', 'tukar', 'poin', 'normal', 'poin', 'feb', 'ketik', 'terbatas', 'info', 'wwwindosatooredoocomangpao']","['angpaopoinsenyum', 'dptkan', 'vchr', 'lottemart', 'tukar', 'poin', 'normal', 'poin', 'feb', 'ketik', 'batas', 'info', 'wwwindosatooredoocomangpao']"
20,Awal bulan saat nya anda eksis lebih lama! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/FL,2,Awal bulan saat nya anda eksis lebih lama Internetan pake volume ultima 900MB30hr Hrga mulai Rp 35rb di 100471 Tariflokasi cek di tselmeFL,awal bulan saat nya anda eksis lebih lama internetan pake volume ultima 900mb30hr hrga mulai rp 35rb di 100471 tariflokasi cek di tselmefl,awal bulan saat nya anda eksis lebih lama internetan pake volume ultima mbhr hrga mulai rp rb di  tariflokasi cek di tselmefl,awal bulan saat nya anda eksis lebih lama internetan pake volume ultima mbhr hrga mulai rp rb di  tariflokasi cek di tselmefl,awal bulan saat nya anda eksis lebih lama internetan pake volume ultima mbhr hrga mulai rp rb di  tariflokasi cek di tselmefl,"['awal', 'bulan', 'saat', 'nya', 'anda', 'eksis', 'lebih', 'lama', 'internetan', 'pake', 'volume', 'ultima', 'mbhr', 'hrga', 'mulai', 'rp', 'rb', 'di', 'tariflokasi', 'cek', 'di', 'tselmefl']",<FreqDist with 21 samples and 22 outcomes>,"['eksis', 'internetan', 'pake', 'volume', 'ultima', 'mbhr', 'hrga', 'tariflokasi', 'cek', 'tselmefl']","['eks', 'internetan', 'pake', 'volume', 'ultima', 'mbhr', 'hrga', 'tariflokasi', 'cek', 'tselmefl']"
21,"Ayam (sayap/paha bawah), Nasi, Perkedel Rp. 19.545. GRATIS Teh Pucuk. Tukar SMS ini di CFC HASAN SADIKIN hari ini. Selama Persediaan msh ada. Promo *606#",2,Ayam sayappaha bawah Nasi Perkedel Rp 19545 GRATIS Teh Pucuk Tukar SMS ini di CFC HASAN SADIKIN hari ini Selama Persediaan msh ada Promo 606,ayam sayappaha bawah nasi perkedel rp 19545 gratis teh pucuk tukar sms ini di cfc hasan sadikin hari ini selama persediaan msh ada promo 606,ayam sayappaha bawah nasi perkedel rp  gratis teh pucuk tukar sms ini di cfc hasan sadikin hari ini selama persediaan msh ada promo ,ayam sayappaha bawah nasi perkedel rp  gratis teh pucuk tukar sms ini di cfc hasan sadikin hari ini selama persediaan msh ada promo,ayam sayappaha bawah nasi perkedel rp  gratis teh pucuk tukar sms ini di cfc hasan sadikin hari ini selama persediaan msh ada promo,"['ayam', 'sayappaha', 'bawah', 'nasi', 'perkedel', 'rp', 'gratis', 'teh', 'pucuk', 'tukar', 'sms', 'ini', 'di', 'cfc', 'hasan', 'sadikin', 'hari', 'ini', 'selama', 'persediaan', 'msh', 'ada', 'promo']",<FreqDist with 22 samples and 23 outcomes>,"['ayam', 'sayappaha', 'nasi', 'perkedel', 'gratis', 'pucuk', 'tukar', 'sms', 'cfc', 'hasan', 'sadikin', 'persediaan', 'msh', 'promo']","['ayam', 'sayappaha', 'nasi', 'perkedel', 'gratis', 'pucuk', 'tukar', 'sms', 'cfc', 'hasan', 'sadikin', 'sedia', 'msh', 'promo']"
22,"Ayo anak Medan, beli sticker line dengan pulsamu Caranya klik http://www.telkomsel.com/linestore nama stickernya : Kedan Medan",2,Ayo anak Medan beli sticker line dengan pulsamu Caranya klik httpwwwtelkomselcomlinestore nama stickernya  Kedan Medan,ayo anak medan beli sticker line dengan pulsamu caranya klik httpwwwtelkomselcomlinestore nama stickernya  kedan medan,ayo anak medan beli sticker line dengan pulsamu caranya klik httpwwwtelkomselcomlinestore nama stickernya  kedan medan,ayo anak medan beli sticker line dengan pulsamu caranya klik httpwwwtelkomselcomlinestore nama stickernya  kedan medan,ayo anak medan beli sticker line dengan pulsamu caranya klik httpwwwtelkomselcomlinestore nama stickernya  kedan medan,"['ayo', 'anak', 'medan', 'beli', 'sticker', 'line', 'dengan', 'pulsamu', 'caranya', 'klik', 'httpwwwtelkomselcomlinestore', 'nama', 'stickernya', 'kedan', 'medan']",<FreqDist with 14 samples and 15 outcomes>,"['ayo', 'anak', 'medan', 'beli', 'sticker', 'line', 'pulsamu', 'klik', 'httpwwwtelkomselcomlinestore', 'nama', 'stickernya', 'kedan', 'medan']","['ayo', 'anak', 'medan', 'beli', 'sticker', 'line', 'pulsa', 'klik', 'httpwwwtelkomselcomlinestore', 'nama', 'stickernya', 'dan', 'medan']"
23,AYO download AXISnet dari Apple/Play Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 1GB 30hr dapat OBOR 5GB (00-06) Rp18800. Info838. LD335,2,AYO download AXISnet dari ApplePlay Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 1GB 30hr dapat OBOR 5GB 0006 Rp18800 Info838 LD335,ayo download axisnet dari appleplay store dan aktifkan bronet24jam 5gb 60hr rp44900 dan bronet24jam 1gb 30hr dapat obor 5gb 0006 rp18800 info838 ld335,ayo download axisnet dari appleplay store dan aktifkan bronetjam gb hr rp dan bronetjam gb hr dapat obor gb  rp info ld,ayo download axisnet dari appleplay store dan aktifkan bronetjam gb hr rp dan bronetjam gb hr dapat obor gb  rp info ld,ayo download axisnet dari appleplay store dan aktifkan bronetjam gb hr rp dan bronetjam gb hr dapat obor gb  rp info ld,"['ayo', 'download', 'axisnet', 'dari', 'appleplay', 'store', 'dan', 'aktifkan', 'bronetjam', 'gb', 'hr', 'rp', 'dan', 'bronetjam', 'gb', 'hr', 'dapat', 'obor', 'gb', 'rp', 'info', 'ld']",<FreqDist with 16 samples and 22 outcomes>,"['ayo', 'download', 'axisnet', 'appleplay', 'store', 'aktifkan', 'bronetjam', 'hr', 'bronetjam', 'hr', 'obor', 'info', 'ld']","['ayo', 'download', 'axisnet', 'appleplay', 'store', 'aktif', 'bronetjam', 'hr', 'bronetjam', 'hr', 'obor', 'info', 'ld']"
24,AYO download AXISnet dari PLAY/Apple Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 3GB 60hr dapat OBOR 10GB (00-06) Rp39800. Info838. LD307,2,AYO download AXISnet dari PLAYApple Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 3GB 60hr dapat OBOR 10GB 0006 Rp39800 Info838 LD307,ayo download axisnet dari playapple store dan aktifkan bronet24jam 5gb 60hr rp44900 dan bronet24jam 3gb 60hr dapat obor 10gb 0006 rp39800 info838 ld307,ayo download axisnet dari playapple store dan aktifkan bronetjam gb hr rp dan bronetjam gb hr dapat obor gb  rp info ld,ayo download axisnet dari playapple store dan aktifkan bronetjam gb hr rp dan bronetjam gb hr dapat obor gb  rp info ld,ayo download axisnet dari playapple store dan aktifkan bronetjam gb hr rp dan bronetjam gb hr dapat obor gb  rp info ld,"['ayo', 'download', 'axisnet', 'dari', 'playapple', 'store', 'dan', 'aktifkan', 'bronetjam', 'gb', 'hr', 'rp', 'dan', 'bronetjam', 'gb', 'hr', 'dapat', 'obor', 'gb', 'rp', 'info', 'ld']",<FreqDist with 16 samples and 22 outcomes>,"['ayo', 'download', 'axisnet', 'playapple', 'store', 'aktifkan', 'bronetjam', 'hr', 'bronetjam', 'hr', 'obor', 'info', 'ld']","['ayo', 'download', 'axisnet', 'playapple', 'store', 'aktif', 'bronetjam', 'hr', 'bronetjam', 'hr', 'obor', 'info', 'ld']"
25,Ayo dukung pelestarian alam Indonesia bersama Indosat Ooredoo dan WWF-Indonesia dg berdonasi melalui *123*50# dari nomor Indosat Ooredoo.,2,Ayo dukung pelestarian alam Indonesia bersama Indosat Ooredoo dan WWFIndonesia dg berdonasi melalui 12350 dari nomor Indosat Ooredoo,ayo dukung pelestarian alam indonesia bersama indosat ooredoo dan wwfindonesia dg berdonasi melalui 12350 dari nomor indosat ooredoo,ayo dukung pelestarian alam indonesia bersama indosat ooredoo dan wwfindonesia dg berdonasi melalui  dari nomor indosat ooredoo,ayo dukung pelestarian alam indonesia bersama indosat ooredoo dan wwfindonesia dg berdonasi melalui  dari nomor indosat ooredoo,ayo dukung pelestarian alam indonesia bersama indosat ooredoo dan wwfindonesia dg berdonasi melalui  dari nomor indosat ooredoo,"['ayo', 'dukung', 'pelestarian', 'alam', 'indonesia', 'bersama', 'indosat', 'ooredoo', 'dan', 'wwfindonesia', 'dg', 'berdonasi', 'melalui', 'dari', 'nomor', 'indosat', 'ooredoo']",<FreqDist with 15 samples and 17 outcomes>,"['ayo', 'dukung', 'pelestarian', 'alam', 'indonesia', 'indosat', 'ooredoo', 'wwfindonesia', 'berdonasi', 'nomor', 'indosat', 'ooredoo']","['ayo', 'dukung', 'lestari', 'alam', 'indonesia', 'indosat', 'ooredoo', 'wwfindonesia', 'donasi', 'nomor', 'indosat', 'ooredoo']"
26,"Ayo kawal pemanfaatan subsidi BBM & Kompensasi bagi yang berhak! Pengaduan, ketik BBM (spasi) isi pesan. Kirim 1708",2,Ayo kawal pemanfaatan subsidi BBM  Kompensasi bagi yang berhak Pengaduan ketik BBM spasi isi pesan Kirim 1708,ayo kawal pemanfaatan subsidi bbm  kompensasi bagi yang berhak pengaduan ketik bbm spasi isi pesan kirim 1708,ayo kawal pemanfaatan subsidi bbm  kompensasi bagi yang berhak pengaduan ketik bbm spasi isi pesan kirim ,ayo kawal pemanfaatan subsidi bbm  kompensasi bagi yang berhak pengaduan ketik bbm spasi isi pesan kirim,ayo kawal pemanfaatan subsidi bbm  kompensasi bagi yang berhak pengaduan ketik bbm spasi isi pesan kirim,"['ayo', 'kawal', 'pemanfaatan', 'subsidi', 'bbm', 'kompensasi', 'bagi', 'yang', 'berhak', 'pengaduan', 'ketik', 'bbm', 'spasi', 'isi', 'pesan', 'kirim']",<FreqDist with 15 samples and 16 outcomes>,"['ayo', 'kawal', 'pemanfaatan', 'subsidi', 'bbm', 'kompensasi', 'berhak', 'pengaduan', 'ketik', 'bbm', 'spasi', 'isi', 'pesan', 'kirim']","['ayo', 'kawal', 'manfaat', 'subsidi', 'bbm', 'kompensasi', 'hak', 'adu', 'ketik', 'bbm', 'spasi', 'isi', 'pesan', 'kirim']"
27,"BANTING HARGA !! Internetan dgn Kuota 1,5GB HANYA 10rb Rupiah, paket Berlaku sebulan. Mau?? Ketik YA ke 919 s/d 16 Desember 2015",2,BANTING HARGA  Internetan dgn Kuota 15GB HANYA 10rb Rupiah paket Berlaku sebulan Mau Ketik YA ke 919 sd 16 Desember 2015,banting harga  internetan dgn kuota 15gb hanya 10rb rupiah paket berlaku sebulan mau ketik ya ke 919 sd 16 desember 2015,banting harga  internetan dgn kuota gb hanya rb rupiah paket berlaku sebulan mau ketik ya ke  sd  desember ,banting harga  internetan dgn kuota gb hanya rb rupiah paket berlaku sebulan mau ketik ya ke  sd  desember,banting harga  internetan dgn kuota gb hanya rb rupiah paket berlaku sebulan mau ketik ya ke  sd  desember,"['banting', 'harga', 'internetan', 'dgn', 'kuota', 'gb', 'hanya', 'rb', 'rupiah', 'paket', 'berlaku', 'sebulan', 'mau', 'ketik', 'ya', 'ke', 'sd', 'desember']",<FreqDist with 18 samples and 18 outcomes>,"['banting', 'harga', 'internetan', 'kuota', 'rupiah', 'paket', 'berlaku', 'sebulan', 'ketik', 'desember']","['banting', 'harga', 'internetan', 'kuota', 'rupiah', 'paket', 'laku', 'bulan', 'ketik', 'desember']"
